ax,ay,az,timestamp_ns
-1.7621863,5.559506,8.341654,126317664071857
-1.7621863,5.559506,8.341654,126317664048857
-1.7621863,5.559506,8.341654,12631766031357
-1.7621863,5.559506,8.341654,126317670022357
-2.2075214,5.4350038,7.7311134,126317672015607
